id,age_limit,pegi_tags
4570,m,Blood| and| Gore| Violence
601840,null,
1238040,m,Blood| and| Gore| LanguageSexual| Content| Violence
1163550,m,Mild| Blood| Mild| Language| Mild| Violence| Interactive| Elements| In-Game| Purchases| Users| Interact
1209110,m,Violence| Interactive| Elements| Users| Interact
939960,m,"Blood,| Intense| Violence,| Mild| Sexual| Themes,| Strong| Language,| Use| of| Alcohol| || Users| Interact,| In-Game| Purchases"
951440,null,
287290,m,Blood| and| Gore| Intense| Violence| Strong| Language
743450,m,Sexual| Themes| Drug| Reference| Strong| Language
815460,null,
919390,null,
391220,m,Blood| and| Gore| Intense| Violence| Strong| Language
604540,m,Blood| ViolenceSexual| Themes| Strong| Language| Alcohol| Reference
24790,m,Animated| Blood| Mild| Language| Violence
1206340,null,
874390,null,
403190,null,
1110100,m,Violence
209000,null,
1259360,m,Drug| Reference| Mild| Language| Mild| Sexual| Themes| Mild| Violence
1146960,m,Blood| Mild| Sexual| Themes| Mild| Violence| Strong| Language| Drug| Reference
554381,m,Blood| and| Gore| Intense| Violence| Language
325610,null,
236690,null,
629520,null,
1401490,null,
214490,null,
234330,m,"Violence,| Blood,| Suggestive| Themes,| Drug| Reference,| Mild| Language"
736260,null,
532210,m,Blood| Partial| Nudity| ViolenceSexual| Content| Use| of| Drugs| &| Alcohol| Strong| Language| Use| of| Tobacco
956680,null,
954740,m,Blood| Sexual| Content| Strong| Language| Violence
699170,m,Violence| Blood
289130,m,Fantasy| Violence| Mild| Blood
925750,null,
32440,m,Cartoon| Violence
359870,m,Mild| Blood| Mild| Language| Suggestive| Themes| Violence
470310,null,
238320,m,Intense| Violence| Blood| and| Gore| Sexual| Content| NudityStrong| Language
378860,m,Mild| Language
1196770,m,Mild| Blood| Mild| Violence| Crude| Humor
512900,m,Fantasy| Violence| Mild| Blood| Use| of| Alcohol| and| Tobacco
1301021,m,Violence| Sexual| Themes| Crude| Humor
570660,m,Violence| BloodCrude| Humor| Use| of| Drugs
1359090,null,
436150,m,Simulated| gambling
973580,m,Intense| Violence| Blood| and| Gore| Strong| Language
677120,null,
1015160,null,
784150,null,
1042550,m,Blood| Crude| Humor| Fantasy| Violence| LanguageSuggestive| Themes| Interactive| Elements| Users| Interact
1069640,null,
1090630,null,
1068820,null,
12120,m,Blood| and| Gore| Intense| Violence| Strong| Language| Strong| Sexual| Content| Use| of| Drugs
20920,m,Blood| and| Gore| Intense| Violence| NudityStrong| Language| Strong| Sexual| Content| Use| of| Drugs
32370,m,Violence
463530,null,
887120,null,
1040930,null,
352720,null,
311260,null,
399810,null,
552100,null,
944290,m,Mild| Language
346010,null,
201810,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language,| Strong| Sexual| Content,| Use| of| Drugs"
6060,m,Mild| Language| ViolenceOnline| Interactions| Not| Rated| by| the| ESRB
799200,null,
448280,m,Crude| Humor
519860,null,
707030,null,
1199880,m,Blood| and| Gore| Intense| Violence| Strong| Language
474020,null,
1167450,null,
505460,null,
1318690,null,
553310,m,Violence
1160220,null,
374040,null,
516750,null,
834530,m,Blood| Intense| Violence| Partial| Nudity| Sexual| Themes| Strong| Language| Use| of| Alcohol
716670,m,Fantasy| Violence| Interactive| Elements| Users| Interact
213670,m,Blood| and| Gore| Drug| Reference| Mature| Humor| NudityStrong| Language| Strong| Sexual| Content| Violence
431730,null,
817540,null,
1013320,null,
205100,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
504230,null,
1251000,m,Blood| and| Gore| Intense| Violence| Strong| Language
319630,m,"Blood,| Sexual| Themes,| Strong| Language,| Use| of| Drugs,| Violence."
322170,null,
704450,null,
265550,m,Blood| and| Gore| Intense| Violence| Sexual| Content| Strong| Language| Use| of| Alcohol
1147690,null,
447040,m,Blood| Intense| Violence| NuditySexual| Themes| Strong| Language| Use| of| Drugs
588430,m,Mild| Violence| Suggestive| Themes| Alcohol| Reference
645401,m,Drug| Reference| LanguageMild| Violence| Suggestive| Themes
719890,null,
921570,m,Blood| Fantasy| Violence| Mild| Language| Suggestive| Themes| Use| of| Alcohol.
1098120,m,Blood| ViolenceCrude| Humor
601050,m,Blood| and| Gore| LanguagePartial| Nudity| ViolenceIn-Game| Purchases| Users| Interact
362960,m,Blood| Violence
965220,m,"Alcohol| Reference,| Blood,| Mild| Language,| Mild| Suggestive| Themes,| Violence"
1089830,m,Interactive| Elements| Users| Interact
1194110,null,
299740,null,
663090,null,
830370,null,
917150,null,
291480,m,Violence| Blood
1104880,null,
1134010,null,
528200,null,
887380,m,Blood| Crude| Humor| Use| of| Alcohol| Violence
766570,null,
900448,null,
34030,m,Alcohol| Reference| LanguageMild| Blood| Sexual| Themes| Violence
453090,null,
1179210,null,
4500,m,Blood| and| Gore| Intense| Violence| Strong| Language| Use| of| Alcohol
800370,null,
1049320,m,Fantasy| Violence| LanguageMild| Blood| Suggestive| Themes
599140,null,
365960,null,
1206430,null,
208580,m,Violence
1213750,null,
239350,null,
99900,null,
424840,m,Blood| Violence
321360,null,
702350,null,
944071,null,
10500,m,Alcohol| Reference| Tobacco| Reference| BloodLanguage| ViolenceOnline| Interactions| Not| Rated| by| the| ESRB
1056960,m,Blood| and| Gore| Intense| Violence| Strong| Language| In-Game| Purchases
1257170,null,
326460,null,
517630,m,Blood| Intense| Violence| Strong| Language
1213700,null,
751440,null,
319510,null,
496240,null,
1046030,null,
290340,m,Fantasy| Violence| Mild| Blood| Alcohol| Reference
2600,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language
115300,m,Blood| and| Gore| Intense| Violence| Strong| Language
1118012,m,Blood| Mild| Language| Use| of| Alcohol| Violence
1158180,m,"Alcohol| Reference,| Blood,| Mild| Language,| Mild| Suggestive| Themes,| Violence"
614580,null,
337000,m,Blood| Drug| Reference| Intense| Violence| Partial| Nudity| Sexual| Themes| Strong| Language| Use| of| Alcohol
1360000,null,
16900,null,
1184050,m,Blood| and| Gore| Intense| Violence| Strong| Language
237310,null,
339800,null,
955050,null,
719640,null,
597220,null,
314650,null,
423230,m,Violence| Strong| Language
415200,m,"Alcohol| reference,| language"
1066890,null,
1033060,null,
802640,null,
220,null,
212160,null,
330020,null,
235580,m,Drug| Reference| Mild| Language| Mild| Violence| Online| Interactions| and| Music| Downloads| Not| Rated| by| the| ESRB
589360,m,Fantasy| Violence| Mild| Blood| In-Game| Purchases
1204130,m,Violence| Blood| and| Gore| Language
1009820,m,Language| Intense| Violence| Blood| and| Gore
1076150,null,
594330,null,
798460,m,Alcohol| and| Tobacco| Reference| Fantasy| Violence| Mild| Language| Simulated| Gambling
1263070,null,
605740,null,
548570,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language,| Suggestive| Themes"
992300,null,
238460,m,Violence| BloodCrude| Humor
70,null,
459220,m,Mild| Blood| Mild| Language| Violence
56437,m,Blood| and| Gore| Violence
1089270,null,
1262580,m,Language| Mild| Suggestive| Themes| Mild| Violence
975400,null,
451020,m,Alcohol| Reference| Blood| and| Gore| Fantasy| Violence| Mild| Language| Suggestive| Themes
1384770,null,
868360,null,
644560,null,
900449,null,
564230,null,
65800,m,Alcohol| Reference| Animated| Blood| Fantasy| Violence
274170,m,Intense| Violence| Blood| and| Gore| Sexual| Themes| Partial| Nudity| Strong| Language| Use| of| Drugs
257350,m,Animated| Blood| Mild| Language| Use| of| Alcohol| and| Tobacco
830450,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language
369150,null,
806780,m,Fantasy| Violence| Mild| Suggestive| Themes
859580,null,
919260,null,
410340,null,
638230,null,
2280,m,Blood| GoreAnimated| Violence| Realistic| Blood
595520,m,Mild| Blood| Suggestive| Themes| Violence
421170,m,"Blood,| Fantasy| Violence,| Suggestive| Themes"
527430,null,
1074320,m,"Alcohol| Reference,| Blood,| Mild| Language,| Mild| Suggestive| Themes,| Violence"
253710,m,"Mild| Blood,| Violence"
1347780,m,Violence
42960,m,Drug| and| Alcohol| Reference| Mild| Language| Mild| Suggestive| Themes| Mild| Violence
688130,null,
1201240,null,
988440,m,Fantasy| Violence| Mild| Suggestive| Themes
1233570,m,Mild| Language| Violence
1161490,m,Interactive| Elements| Users| Interact
1227350,null,
718850,m,Blood| Fantasy| Violence| Mild| Language| Suggestive| Themes
711980,null,
274940,m,Intense| Violence| Blood| and| Gore
971790,null,
394690,null,
627270,m,Alcohol| Reference| BloodLanguage| Suggestive| Themes| Violence
1252990,null,
388410,m,Blood| and| Gore| Suggestive| Themes| Violence
1017180,null,
597170,null,
1063730,m,Blood| ViolenceInteractive| Elements| Users| Interact| In-Game| Purchases
1162750,null,
988910,null,
948740,m,Blood| and| Gore| Intense| Violence| Strong| Language| Suggestive| Themes
285330,null,
1379930,null,
342200,null,
327030,null,
204880,null,
332350,m,Intense| Violence| BloodStrong| Language
366090,null,
322500,m,Violence| Drug| Reference
410900,null,
760730,null,
1265860,m,Mild| Lyrics| Interactive| Elements| Users| Interact| In-Game| Purchases
861650,null,
1040420,null,
304240,m,Violence| Blood| and| Gore| Language
1147560,null,
41070,null,
838380,m,Blood| LanguageSexual| Themes| ViolenceInteractive| Elements| In-Game| Purchases| Users| Interact
1314563,m,Blood| Language| Violence
393080,m,Blood| Intense| Violence| Strong| Language
569480,null,
715191,null,
826940,m,Intense| Violence| Blood| and| Gore| Strong| Language
851100,null,
859570,null,
244430,null,
368500,m,Blood| Drug| Reference| Strong| Language| Violence
236110,m,Fantasy| Violence| Alcohol| Reference
502520,null,
269190,null,
298110,m,Blood| Intense| Violence| Nudity| Sexual| Themes| Strong| Language| Use| of| Drugs
598810,null,
651150,null,
673880,null,
382110,null,
24810,m,Animated| Blood| Mild| Language| Violence
746850,null,
414700,null,
938560,null,
460950,null,
568220,null,
733140,m,Fantasy| Violence| Mild| Suggestive| Themes
1154760,m,Violence| Interactive| Elements| Users| Interact
460920,m,Language
1144410,m,Mild| Blood| Violence
666140,null,
220240,m,Blood| and| Gore| Intense| Violence| NudityStrong| Language| Strong| Sexual| Content| Use| of| Drugs
544810,null,
1071200,m,Violence| Suggestive| Themes
1262560,m,Alcohol| Reference| Comic| Mischief| Violence
611660,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language,| Use| of| Drugs"
1049890,null,
985890,null,
1324160,null,
527100,m,Fantasy| Violence
408900,null,
683900,null,
865360,null,
442120,null,
1024650,m,Alcohol| and| Tobacco| Reference| LanguageMild| Violence
587620,m,Blood| and| Gore| Crude| Humor| Fantasy| Violence| Partial| Nudity| Suggestive| Themes| Use| of| Alcohol| and| Tobacco
241930,m,Blood| and| Gore| Intense| Violence
515191,null,
598980,null,
24780,m,Violence
647830,null,
1185560,null,
900447,null,
1174370,null,
1168030,null,
445220,null,
225540,m,Blood| Intense| Violence| Strong| Language
24800,m,Alcohol| Reference| BloodMild| Language| Mild| Suggestive| Themes| ViolenceOnline| Interactions| Not| Rated| by| the| ESRB.
801630,null,
302670,null,
684630,null,
960831,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Drugs| and| Alcohol| Users| Interact| In-Game| Purchases
1147660,m,Violence| BloodSexual| Themes| Partial| Nudity| Drug| Reference
365590,null,
1022980,null,
110800,m,Blood| and| Gore| NuditySexual| Themes| Strong| Language| Use| of| Drugs| Violence
451340,null,
3590,m,Animated| Blood| Cartoon| Violence
269210,null,
858260,null,
1337860,null,
485510,m,Blood| and| Gore| Violence
773790,null,
307690,m,Blood| and| Gore| Intense| Violence| Sexual| Content| Strong| Language| Use| of| Drugs
555950,null,
1162130,null,
750381,null,
1166860,null,
534331,m,"Mild| Blood,| Mild| Language,| Violence"
538680,m,Blood| LanguageMild| Suggestive| Themes| Use| of| Alcohol| and| Tobacco| Violence
16870,null,
38420,m,"Blood| and| Gore,| Strong| Language"
1238050,m,Blood| and| Gore| LanguageSexual| Content| Violence
427730,null,
995980,null,
759740,null,
210970,m,Alcohol| Reference
571710,m,Intense| Violence| BloodStrong| Language
531510,m,Fantasy| Violence| Mild| Blood
241260,null,
600750,m,Mild| Fantasy| Violence
289650,m,Blood| and| Gore| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Alcohol
212680,m,Fantasy| Violence| Language
371970,null,
798390,m,Intense| Violence| BloodStrong| Language
595690,null,
245170,m,Blood| Partial| Nudity| ViolenceUse| of| Tobacco| Mild| Language
235600,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language
337320,null,
304380,m,Intense| Violence| BloodStrong| Language
708770,m,Blood| Crude| Humor| Use| of| Alcohol| Violence
1056760,null,
914620,null,
246620,null,
726830,null,
466240,null,
228200,m,Strong| Language| Blood| and| Gore| Intense| Violence
837510,null,
221910,null,
387440,m,Fantasy| Violence| Alcohol| Reference| Blood
701160,m,Fantasy| Violence| Crude| Humor
882100,m,Blood| Violence
1261040,null,
702890,m,Language| Suggestive| Themes| Violence
898920,null,
292730,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Strong| Language| Suggestive| Themes
999220,m,Blood| and| Gore| ViolenceNudity| Strong| Language
601430,m,"Blood| and| Gore,| Intense| Violence,| Partial| Nudity,| Strong| Language"
203160,m,"Blood| and| Gore,| Intense| Violence,| Strong| Language"
278080,m,Violence| Mild| Suggestive| Themes| Alcohol| Reference
543460,m,Blood| &| Gore| Intense| Violence| Strong| Language| Online| Interactions| Not| Rated| by| the| ESRB
20900,m,Strong| Sexual| Content| Strong| Language| ViolenceBlood| and| Gore| Nudity
200710,null,
725270,null,
580100,m,Alcohol| Reference| Blood| and| Gore| Mild| Language| Partial| Nudity| Suggestive| Themes| Violence
961930,null,
1178780,null,
828790,null,
981430,null,
520440,null,
222480,m,Blood| and| Gore| Intense| Violence| Language
585420,null,
1366900,m,Blood| and| Gore| Intense| Violence
619150,null,
17460,m,Blood| LanguagePartial| Nudity| Sexual| Themes| Violence
251060,m,Mild| Violence
829110,m,Cartoon| Violence
50130,m,Blood| Intense| Violence| NuditySexual| Content| Strong| Language| Use| of| Drugs| and| Alcohol
1072040,null,
712100,null,
424370,null,
205190,m,Mild| Fantasy| Violence| LyricsMusic| Downloads| Not| Rated| by| the| ESRB
333600,null,
991170,null,
673950,null,
861540,null,
236870,m,Blood| Intense| Violence| Sexual| Themes| Strong| Language| Use| of| Drugs
681280,null,
1071870,null,
756660,null,
1120300,null,
200260,m,Alcohol| Reference| BloodMild| Language| Suggestive| Themes| Use| of| Tobacco| Violence
692890,null,
1049020,null,
245470,null,
673750,null,
9480,m,Blood| and| Gore| Intense| Violence| Sexual| Content| Strong| Language| Use| of| Drugs
779880,m,"Alcohol| Reference,| Blood,| Mild| Language,| Mild| Suggestive| Themes,| Violence"
312530,null,
247000,m,Violent| References
700282,null,
1158980,null,
282800,m,Violence| Users| Interact
718670,null,
590380,m,Animated| Blood| Fantasy| Violence| Language
414340,m,Violence| Blood| and| Gore| Intense| Violence| NudityStrong| Language
1067690,null,
1244950,m,Animated| Blood| Cartoon| Violence| Crude| Humor| Mild| Language
1104380,null,
530760,null,
700280,null,
728530,m,Blood| Fantasy| Violence| LanguagePartial| Nudity
1307680,null,
394510,m,Blood| and| Gore| Mild| Language| Violence
690040,m,Violence
443110,m,Violence
371660,m,Blood| and| Gore| Intense| Violence| NuditySexual| Content
1142500,null,
544730,null,
501300,null,
242920,null,
524390,null,
1061090,null,
844590,null,
1123770,null,
301910,m,Blood| and| Gore| Partial| Nudity| Sexual| Themes| Strong| Language| Violence
541210,null,
673130,null,
579180,m,Blood| Fantasy| Violence| LanguageSuggestive| Themes| Use| of| Alcohol
17470,m,Blood| and| Gore| Intense| Violence| Strong| Language
592260,null,
609920,m,Mild| Fantasy| Violence
613830,m,Fantasy| Violence| Mild| Blood| Suggestive| Themes| Mild| Language| Comic| Mischief| Use| of| Alcohol
1070820,null,
7670,m,Blood| and| Gore| Drug| Reference| Intense| Violence| Sexual| Themes| Strong| Language
1180380,null,
1060220,m,Fantasy| Violence| Mild| Language| Suggestive| Themes
1090850,null,
642750,m,Fantasy| Violence| Interactive| Elements| Users| Interact
17440,m,Comic| Mischief| Fantasy| Violence| Animated| Blood| Online| Interactions| Not| Rated| by| the| ESRB.
982970,null,
1347750,null,
1262240,m,"Comic| Mischief,| Fantasy| Violence| Interactive| Elements| In-Game| Purchases| Users| Interact"
505230,null,
901242,m,Blood| Drug| Reference| Sexual| Content| Strong| Language| Violence
790820,m,Blood| LanguageSuggestive| Themes| Use| of| Alcohol| and| Tobacco| Violence
831560,m,Alcohol| Reference| Suggestive| Themes| ViolenceInteractive| Elements| Users| Interact| In-Game| Purchases
1082710,null,
108800,m,Blood| ViolenceStrong| Language
268650,null,
631510,m,Blood| and| Gore| LanguagePartial| Nudity| Violence
477740,null,
1235733,m,Violence| Sexual| Themes| Crude| Humor
794800,null,
520940,m,Mild| Lyrics| Mild| Suggestive| Themes| Interactive| Elements| Online| Interactions| Not| Rated| by| the| ESRB
469610,null,
55150,m,Blood| and| Gore| Intense| Violence
24720,m,Animated| Blood| Comic| Mischief| Fantasy| Violence
200510,m,Blood| and| Gore| Strong| Language| Violence
1316840,m,"Mild| Blood,| Violence"
1019550,null,
362490,null,
1235731,m,Violence| Sexual| Themes| Crude| Humor
65980,m,"Alcohol| Reference,| Fantasy| Violence,| Language"
287450,m,Blood| and| Gore| Violence
240760,m,Blood| and| Gore| Drug| Reference| Sexual| Content| Strong| Language| Violence
